,Metro,State,zipcode,City,County
11556,Kokomo,IN,46979,Russiaville,Howard County
11557,Knoxville,TN,37846,Philadelphia,Loudon County
11558,Montrose,CO,81425,Olathe,Montrose County
11559,Payson,AZ,85544,Pine,Gila County
11560,Yakima,WA,98937,Naches,Yakima County
11561,Ocean City,NJ,8242,Rio Grande,Cape May County
11562,,ID,83536,Kamiah,Idaho County
11563,Wooster,OH,44676,Shreve,Wayne County
11564,Syracuse,NY,13346,Hamilton,Madison County
11565,Cleveland,TN,37336,Georgetown,Bradley County
11566,St. Louis,IL,62293,Trenton,Clinton County
11567,Ashtabula,OH,44076,Orwell,Ashtabula County
11568,Amsterdam,NY,13452,Saint Johnsville,Montgomery County
11569,Spartanburg,SC,29353,Jonesville,Union County
11570,Cleveland-Elyria,OH,44072,Novelty,Geauga County
11571,,ND,58318,Bottineau,Bottineau County
11572,,WA,98840,Okanogan,Okanogan County
11573,Deltona-Daytona Beach-Ormond Beach,FL,32124,Daytona Beach,Volusia County
11574,Morristown,TN,37860,Russellville,Hamblen County
11575,Harrisburg-Carlisle,PA,17018,Middle Paxton,Dauphin County
11576,Rochester,NY,14423,Caledonia,Livingston County
11577,Los Angeles-Long Beach-Anaheim,CA,90067,Los Angeles,Los Angeles County
11578,,WI,54758,Osseo,Trempealeau County
11579,Worcester,MA,1560,Grafton,Worcester County
11580,Philadelphia-Camden-Wilmington,PA,19094,Woodlyn,Delaware County
11581,Bedford,IN,47462,Springville,Lawrence County
11582,Gardnerville Ranchos,NV,89448,Zephyr Cove,Douglas County
11583,Rutland,VT,5743,Fair Haven,Rutland County
11584,New York-Newark-Jersey City,NJ,7027,Garwood,Union County
11585,,MI,48744,Mayville,Tuscola County
11586,Wausau,WI,54411,Athens,Marathon County
11587,Boise City,ID,83628,Homedale,Owyhee County
11588,Portland-Vancouver-Hillsboro,OR,97114,Dayton,Yamhill County
11589,Lancaster,PA,17560,Providence,Lancaster County
11590,Chicago-Naperville-Elgin,IL,60472,Robbins,Cook County
11591,Calhoun,GA,30139,Fairmount,Gordon County
11592,Jefferson,GA,30565,Nicholson,Jackson County
11593,Nashville-Davidson--Murfreesboro--Franklin,TN,37219,Nashville,Davidson County
11594,Visalia-Porterville,CA,93270,Terra Bella,Tulare County
11595,Charleston,WV,25015,Belle,Kanawha County
11596,New York-Newark-Jersey City,NJ,8853,Branchburg,Somerset County
11597,Bardstown,KY,40051,New Haven,Nelson County
11598,,TX,79035,Friona,Parmer County
11599,Crestview-Fort Walton Beach-Destin,FL,32580,Valparaiso,Okaloosa County
11600,,AZ,85925,Eagar,Apache County
11601,Pittsburgh,PA,16037,Lancaster,Butler County
11602,McPherson,KS,67456,Lindsborg,McPherson County
11603,Phoenix-Mesa-Scottsdale,AZ,85377,Carefree,Maricopa County
11604,,WI,54853,Luck,Polk County
11605,Pittsburgh,PA,15461,Masontown,Fayette County
11606,Kendallville,IN,46710,Avilla,Noble County
11607,,ID,83355,Wendell,Gooding County
11608,Tuscaloosa,AL,35546,Berry,Tuscaloosa County
11609,Portland-Vancouver-Hillsboro,OR,97004,Beavercreek,Clackamas County
11610,Auburn,IN,46721,Butler,De Kalb County
11611,,MS,39451,Leakesville,Greene County
11612,Traverse City,MI,49676,Rapid City,Kalkaska County
11613,,ME,4856,Warren,Knox County
11614,Ocean City,NJ,8223,Upper,Cape May County
11615,,KS,66508,Marysville,Marshall County
11616,Port Clinton,OH,43430,Genoa,Ottawa County
11617,,GA,30520,Canon,Franklin County
11618,,WI,54983,Weyauwega,Waupaca County
11619,Fresno,CA,93609,Caruthers,Fresno County
11620,Jackson,MS,39066,Edwards,Hinds County
11621,Greenfield Town,MA,1370,Shelburne,Franklin County
11622,Rome,GA,30147,Lindale,Floyd County
11623,Philadelphia-Camden-Wilmington,PA,19029,Tinicum,Delaware County
11624,Worcester,MA,1005,Barre,Worcester County
11625,Denver-Aurora-Lakewood,CO,80452,Idaho Springs,Clear Creek County
11626,Syracuse,NY,13084,Lafayette,Onondaga County
11627,New York-Newark-Jersey City,NY,11976,Water Mill,Suffolk County
11628,,FL,32328,Eastpoint,Franklin County
11629,Baton Rouge,LA,70748,Jackson,East Feliciana Parish
11630,,KS,67951,Hugoton,Stevens County
11631,Scranton--Wilkes-Barre--Hazleton,PA,18434,Jessup,Lackawanna County
11632,Hudson,NY,12037,Chatham,Columbia County
11633,Meadville,PA,16134,Pymatuning Central,Crawford County
11634,St. Louis,MO,63019,Crystal City,Jefferson County
11635,Chicago-Naperville-Elgin,IL,60469,Posen,Cook County
11636,Moses Lake,WA,98851,Soap Lake,Grant County
11637,Scranton--Wilkes-Barre--Hazleton,PA,18419,Overfield,Wyoming County
11638,Rocky Mount,NC,27864,Pinetops,Edgecombe County
11639,Abilene,TX,79562,Tuscola,Taylor County
11640,Chico,CA,95938,Durham,Butte County
11641,New York-Newark-Jersey City,NY,10928,Highland Falls,Orange County
11642,Menomonie,WI,54739,Elk Mound,Dunn County
11643,Oshkosh-Neenah,WI,54940,Wolf River,Winnebago County
11644,Virginia Beach-Norfolk-Newport News,VA,23437,Suffolk,Suffolk City
11645,Baraboo,WI,53588,Spring Green,Sauk County
11646,Oklahoma City,OK,73104,Oklahoma City,Oklahoma County
11647,Zanesville,OH,43822,Frazeysburg,Muskingum County
11648,Chicago-Naperville-Elgin,IL,60456,Hometown,Cook County
11649,Boston-Cambridge-Newton,NH,3858,Newton,Rockingham County
11650,Boone,IA,50156,Madrid,Boone County
11651,Muscatine,IA,52776,West Liberty,Muscatine County
11652,Salem,OR,97032,Hubbard,Marion County
11653,Youngstown-Warren-Boardman,OH,44440,Mineral Ridge,Trumbull County
11654,Rochester,MN,55923,Chatfield,Fillmore County
11655,,TX,75572,Queen City,Cass County
11656,,OH,45856,Leipsic,Putnam County
11657,Columbus,OH,43112,Carroll,Fairfield County
11658,Columbus,OH,43135,Laurelville,Hocking County
11659,,FL,32460,Sneads,Jackson County
11660,Columbus,OH,43783,Somerset,Perry County
11661,Denver-Aurora-Lakewood,CO,80135,Sedalia,Douglas County
11662,Gainesville,FL,32667,Micanopy,Alachua County
11663,,CO,80446,Granby,Grand County
11664,Greeley,CO,80651,Platteville,Weld County
11665,Denver-Aurora-Lakewood,CO,80116,Franktown,Douglas County
11666,Louisville/Jefferson County,IN,47136,Lanesville,Harrison County
11667,,UT,84627,Ephraim,Sanpete County
11668,Manchester-Nashua,NH,3033,Brookline,Hillsborough County
11669,Tahlequah,OK,74451,Pettit,Cherokee County
11670,Bowling Green,KY,42122,Alvaton,Warren County
11671,,MT,59019,Columbus,Stillwater County
11672,Chicago-Naperville-Elgin,IL,60040,Highwood,Lake County
11673,Worcester,MA,1585,West Brookfield,Worcester County
11674,New York-Newark-Jersey City,NJ,8867,Franklin,Hunterdon County
11675,New York-Newark-Jersey City,NJ,8825,Kingwood,Hunterdon County
11676,Elmira,NY,14871,Southport,Chemung County
11677,State College,PA,16828,Potter,Centre County
11678,Lansing-East Lansing,MI,48892,Webberville,Ingham County
11679,Orlando-Kissimmee-Sanford,FL,34734,Gotha,Orange County
11680,Flint,MI,48463,Otisville,Genesee County
11681,Lansing-East Lansing,MI,48866,Ovid,Clinton County
11682,Tallahassee,FL,32324,Chattahoochee,Gadsden County
11683,Minneapolis-St. Paul-Bloomington,MN,55363,Montrose,Wright County
11684,Atlanta-Sandy Springs-Roswell,GA,30295,Zebulon,Pike County
11685,,MO,65791,Thayer,Oregon County
11686,Wichita,KS,67026,Clearwater,Sedgwick County
11687,Salem,OH,44431,Leetonia,Columbiana County
11688,Dallas-Fort Worth-Arlington,TX,76059,Keene,Johnson County
11689,Sacramento--Roseville--Arden-Arcade,CA,95672,Rescue,El Dorado County
11690,,SC,29438,Edisto Beach,Colleton County
11691,Bridgeport-Stamford-Norwalk,CT,6784,Sherman,Fairfield County
11692,Chicago-Naperville-Elgin,IL,60163,Berkeley,Cook County
11693,,TX,78383,Sandia,Live Oak County
11694,,OK,74365,Salina,Mayes County
11695,Shelton,WA,98524,Allyn,Mason County
11696,Manchester-Nashua,NH,3071,New Ipswich,Hillsborough County
11697,Grand Rapids,MN,55709,Bovey,Itasca County
11698,Nashville-Davidson--Murfreesboro--Franklin,TN,37085,Lascassas,Rutherford County
11699,,MO,65360,Windsor,Henry County
11700,Rochester,MN,55975,Spring Valley,Fillmore County
11701,Asheville,NC,28701,Alexander,Buncombe County
11702,St. Cloud,MN,56368,Richmond,Stearns County
11703,Milwaukee-Waukesha-West Allis,WI,53021,Fredonia,Ozaukee County
11704,Prescott,AZ,86334,Paulden,Yavapai County
11705,New York-Newark-Jersey City,NY,11804,Old Bethpage,Nassau County
11706,Escanaba,MI,49878,Rapid River,Delta County
11707,Concord,NH,3242,Henniker,Merrimack County
11708,Salem,OR,97362,Mount Angel,Marion County
11709,Baltimore-Columbia-Towson,MD,21162,White Marsh,Baltimore County
11710,Grants Pass,OR,97532,Merlin,Josephine County
11711,,VA,24381,Woodlawn,Carroll County
11712,,OH,45135,Leesburg,Highland County
11713,Duluth,MN,55733,Esko,Carlton County
11714,Claremont-Lebanon,NH,3741,Canaan,Grafton County
11715,Louisville/Jefferson County,IN,47124,Greenville,Floyd County
11716,Wausau,WI,54474,Rothschild,Marathon County
11717,Indianapolis-Carmel-Anderson,IN,46126,Fairland,Shelby County
11718,Philadelphia-Camden-Wilmington,PA,18054,Green Lane,Montgomery County
11719,Youngstown-Warren-Boardman,OH,44473,Vienna Center,Trumbull County
11720,Port St. Lucie,FL,34945,Fort Pierce,Saint Lucie County
11721,Corsicana,TX,75109,Mildred,Navarro County
11722,Reading,PA,19539,Longswamp,Berks County
11723,Baltimore-Columbia-Towson,MD,20764,Shady Side,Anne Arundel County
11724,San Diego-Carlsbad,CA,92036,Julian,San Diego County
11725,Los Angeles-Long Beach-Anaheim,CA,92823,Brea,Orange County
11726,Paducah,KY,42086,West Paducah,McCracken County
11727,Philadelphia-Camden-Wilmington,PA,18977,Upper Makefield,Bucks County
11728,Lima,OH,45887,Spencerville,Allen County
11729,Effingham,IL,62411,Altamont,Effingham County
11730,,CA,96020,Chester,Plumas County
11731,Boston-Cambridge-Newton,MA,2322,Avon,Norfolk County
11732,Fort Smith,AR,72947,Mulberry,Crawford County
11733,Portland-Vancouver-Hillsboro,OR,97106,Banks,Washington County
11734,Davenport-Moline-Rock Island,IA,52726,Blue Grass,Scott County
11735,Carson City,NV,89704,Carson City,Carson City
11736,New York-Newark-Jersey City,NJ,7758,Middletown,Monmouth County
11737,St. Louis,IL,62285,Smithton,Saint Clair County
11738,,GA,31645,Ray City,Berrien County
11739,Greensboro-High Point,NC,27248,Franklinville,Randolph County
11740,Augusta-Richmond County,GA,30808,Dearing,McDuffie County
11741,Boston-Cambridge-Newton,NH,3037,Deerfield,Rockingham County
11742,Allentown-Bethlehem-Easton,PA,18240,Nesquehoning,Carbon County
11743,,IN,47639,Haubstadt,Gibson County
11744,Boston-Cambridge-Newton,NH,3036,Chester,Rockingham County
11745,Youngstown-Warren-Boardman,OH,44403,Brookfield Center,Trumbull County
11746,Ocala,FL,32617,Anthony,Marion County
11747,,PA,16232,Beaver,Clarion County
11748,Johnson City,TN,37690,Telford,Washington County
11749,New York-Newark-Jersey City,NJ,8751,Ortley Beach,Ocean County
11750,Zanesville,OH,43821,Dresden,Muskingum County
11751,New York-Newark-Jersey City,NJ,8514,Upper Freehold,Monmouth County
11752,Utica-Rome,NY,13417,New York Mills,Oneida County
11753,Buffalo-Cheektowaga-Niagara Falls,NY,14080,Holland,Erie County
11754,Fremont,OH,43431,Gibsonburg,Sandusky County
11755,Hailey,ID,83353,Sun Valley,Blaine County
11756,,AZ,85346,Quartzsite,La Paz County
11757,,KS,66839,Burlington,Coffey County
11758,Beckley,WV,25918,Shady Spring,Raleigh County
11759,Richmond,VA,23015,Beaverdam,Hanover County
11760,,MT,59427,Cut Bank,Glacier County
11761,,IN,47648,Fort Branch,Gibson County
11762,,MT,59034,Hardin,Big Horn County
11763,Tulsa,OK,74421,Beggs,Okmulgee County
11764,Greeley,CO,80542,Mead,Weld County
11765,Keene,NH,3451,Hinsdale,Cheshire County
11766,Rochester,NY,14532,Phelps,Ontario County
11767,Asheville,NC,28729,Etowah,Henderson County
11768,,MS,39735,Ackerman,Choctaw County
11769,Zanesville,OH,43777,Roseville,Muskingum County
11770,Atlanta-Sandy Springs-Roswell,GA,30079,Scottdale,Dekalb County
11771,Greenville,OH,45308,Bradford,Darke County
11772,McMinnville,TN,38581,Rock Island,Warren County
11773,,VA,24317,Cana,Carroll County
11774,Charlotte-Concord-Gastonia,NC,28098,Lowell,Gaston County
11775,Sacramento--Roseville--Arden-Arcade,CA,96143,Kings Beach,Placer County
11776,Kingston,NY,12443,Hurley,Ulster County
11777,,GA,30571,Cleveland,White County
11778,Youngstown-Warren-Boardman,OH,44442,New Middletown,Mahoning County
11779,Cincinnati,OH,45218,Greenhills,Hamilton County
11780,Watertown-Fort Drum,NY,13605,Adams,Jefferson County
11781,Bloomington,IL,61752,Le Roy,McLean County
11782,Warsaw,IN,46590,Winona Lake,Kosciusko County
11783,Davenport-Moline-Rock Island,IL,61275,Port Byron,Rock Island County
11784,Allentown-Bethlehem-Easton,PA,18343,Upper Mt Bethel,Northampton County
11785,Erie,PA,16401,Albion,Erie County
11786,Atlanta-Sandy Springs-Roswell,GA,30257,Milner,Lamar County
11787,Pittsburgh,PA,16053,Forward,Butler County
11788,,MD,21639,Greensboro,Caroline County
11789,Forest City,NC,28160,Spindale,Rutherford County
11790,,TX,77871,Normangee,Leon County
11791,,TX,78164,Yorktown,De Witt County
11792,Washington-Arlington-Alexandria,MD,21727,Emmitsburg,Frederick County
11793,,WI,54837,Frederic,Polk County
11794,Bozeman,MT,59752,Three Forks,Gallatin County
11795,Urban Honolulu,HI,96717,Hauula,Honolulu County
11796,,AL,35983,Leesburg,Cherokee County
11797,Jasper,IN,47532,Ferdinand,Dubois County
11798,Ottawa-Peru,IL,60552,Somonauk,La Salle County
11799,,OK,73098,Wynnewood,Garvin County
11800,,TN,37387,Tracy City,Grundy County
11801,Talladega-Sylacauga,AL,35014,Talladega,Talladega County
11802,,MN,55325,Dassel,Meeker County
11803,Fergus Falls,MN,56515,Battle Lake,Otter Tail County
11804,New York-Newark-Jersey City,NJ,7848,Lafayette,Sussex County
11805,New York-Newark-Jersey City,NJ,7420,Bloomingdale,Passaic County
11806,Centralia,WA,98570,Onalaska,Lewis County
11807,Kingston,NY,12404,Rochester,Ulster County
11808,Grand Rapids-Wyoming,MI,48884,Sheridan,Montcalm County
11809,,TX,75117,Edgewood,Van Zandt County
11810,Barnstable Town,MA,2644,Forestdale,Barnstable County
11811,,PA,18472,Clinton,Wayne County
11812,New York-Newark-Jersey City,NY,10560,North Salem,Westchester County
11813,Kansas City,MO,64016,Buckner,Jackson County
11814,Laconia,NH,3809,Alton,Belknap County
11815,Cincinnati,IN,47018,Dillsboro,Dearborn County
11816,San Diego-Carlsbad,CA,92121,San Diego,San Diego County
11817,Knoxville,TN,37882,Townsend,Blount County
11818,New York-Newark-Jersey City,NJ,7647,Northvale,Bergen County
11819,,NY,12083,Greenville,Greene County
11820,Wichita,KS,67068,Kingman,Kingman County
11821,Boston-Cambridge-Newton,MA,1951,Newbury,Essex County
11822,Albany-Schenectady-Troy,NY,12157,Schoharie,Schoharie County
11823,Sunbury,PA,17824,Elysburg,Northumberland County
11824,Alexander City,AL,36861,Jacksons Gap,Tallapoosa County
11825,Fayetteville-Springdale-Rogers,MO,64856,Pineville,McDonald County
11826,Rochester,MN,55964,Plainview,Wabasha County
11827,Chicago-Naperville-Elgin,IL,60071,Richmond,McHenry County
11828,Kalamazoo-Portage,MI,49056,Grand Junction,Van Buren County
11829,Hudson,NY,12526,Germantown,Columbia County
11830,Charlottesville,VA,22974,Troy,Fluvanna County
11831,Platteville,WI,53807,Cuba City,Grant County
11832,New York-Newark-Jersey City,NY,10532,Hawthorne,Westchester County
11833,Seattle-Tacoma-Bellevue,WA,98333,Fox Island,Pierce County
11834,Lewiston-Auburn,ME,4236,Greene,Androscoggin County
11835,Jamestown-Dunkirk-Fredonia,NY,14757,Mayville,Chautauqua County
11836,Binghamton,NY,14883,Spencer,Tioga County
11837,Dallas-Fort Worth-Arlington,TX,75166,Lavon,Collin County
11838,Boston-Cambridge-Newton,NH,3840,Greenland,Rockingham County
11839,Omaha-Council Bluffs,NE,68064,Valley,Douglas County
11840,,MO,65248,Fayette,Howard County
11841,Minneapolis-St. Paul-Bloomington,MN,55120,Mendota Heights,Dakota County
11842,Youngstown-Warren-Boardman,OH,44437,Mc Donald,Trumbull County
11843,St. Louis,MO,63343,Elsberry,Lincoln County
11844,,MO,63630,Cadet,Washington County
11845,Traverse City,MI,49633,Fife Lake,Kalkaska County
11846,Manitowoc,WI,54230,Reedsville,Manitowoc County
11847,Tuscaloosa,AL,35456,Duncanville,Tuscaloosa County
11848,New York-Newark-Jersey City,NY,11955,Moriches,Suffolk County
11849,Kill Devil Hills,NC,27959,Nags Head,Dare County
11850,Hinesville,GA,31301,Allenhurst,Liberty County
11851,Dunn,NC,28323,Bunnlevel,Harnett County
11852,Winchester,VA,22656,Stephenson,Frederick County
11853,,MN,56360,Osakis,Todd County
11854,Louisville/Jefferson County,IN,47117,Elizabeth,Harrison County
11855,Riverside-San Bernardino-Ontario,CA,92590,Temecula,Riverside County
11856,Boston-Cambridge-Newton,NH,3851,Milton,Strafford County
11857,Scranton--Wilkes-Barre--Hazleton,PA,18618,Harveys Lake,Luzerne County
11858,,MO,64776,Osceola,Saint Clair County
11859,Chicago-Naperville-Elgin,IN,46347,Kouts,Porter County
11860,Orlando-Kissimmee-Sanford,FL,32102,Astor,Lake County
11861,Ruidoso,NM,88312,Alto,Lincoln County
11862,,TX,79027,Dimmitt,Castro County
11863,Hilo,HI,96771,Mountain View,Hawaii County
11864,New York-Newark-Jersey City,NY,11514,Carle Place,Nassau County
11865,,SC,29435,Cottageville,Colleton County
11866,,CO,81432,Ridgway,Ouray County
11867,New York-Newark-Jersey City,NJ,7927,Hanover,Morris County
11868,Rochester,NY,14433,Clyde,Wayne County
11869,Boise City,ID,83676,Wilder,Canyon County
11870,Binghamton,NY,13811,Newark Valley,Tioga County
11871,Allentown-Bethlehem-Easton,PA,18255,Weatherly,Carbon County
11872,,MS,39327,Decatur,Newton County
11873,Coldwater,MI,49094,Union City,Branch County
11874,Sacramento--Roseville--Arden-Arcade,CA,95614,Cool,El Dorado County
11875,St. Louis,IL,62690,Virden,Macoupin County
11876,New York-Newark-Jersey City,NY,10962,Orangetown,Rockland County
11877,San Antonio-New Braunfels,TX,78263,China Grove,Bexar County
11878,Augusta-Waterville,ME,4358,China Village,Kennebec County
11879,New York-Newark-Jersey City,NJ,8535,Millstone,Monmouth County
11880,Pittsburgh,PA,16023,Winfield,Butler County
11881,Tuscaloosa,AL,35490,Vance,Tuscaloosa County
11882,Olean,NY,14737,Franklinville,Cattaraugus County
11883,Rochelle,IL,61054,Mount Morris,Ogle County
11884,Colorado Springs,CO,80927,Colorado Springs,El Paso County
11885,Greenfield Town,MA,1375,Sunderland,Franklin County
11886,Lansing-East Lansing,MI,48876,Potterville,Eaton County
11887,,IA,50438,Garner,Hancock County
11888,Peoria,IL,61546,Manito,Tazewell County
11889,Henderson,NC,27544,Kittrell,Vance County
11890,Syracuse,NY,13030,Sullivan,Madison County
11891,Winston-Salem,NC,27019,Germanton,Stokes County
11892,,MI,48755,Pigeon,Huron County
11893,Boston-Cambridge-Newton,NH,3044,Fremont,Rockingham County
11894,Washington-Arlington-Alexandria,MD,21758,Rosemont,Frederick County
11895,Greenville-Anderson-Mauldin,SC,29682,Six Mile,Pickens County
11896,Bradford,PA,16743,Port Allegany,McKean County
11897,Oxford,NC,27509,Butner,Granville County
11898,Holland,MI,49453,Saugatuck,Allegan County
11899,,MS,38915,Bruce,Calhoun County
11900,,TX,76444,De Leon,Comanche County
11901,Ukiah,CA,95460,Mendocino,Mendocino County
11902,Appleton,WI,54106,Black Creek,Outagamie County
11903,Albuquerque,NM,87068,Bosque Farms,Valencia County
11904,Ontario,ID,83655,New Plymouth,Payette County
11905,New York-Newark-Jersey City,NJ,8752,Seaside Park,Ocean County
11906,South Bend-Mishawaka,IN,46554,North Liberty,Saint Joseph County
11907,Ukiah,CA,95445,Gualala,Mendocino County
11908,Claremont-Lebanon,VT,5091,Woodstock,Windsor County
11909,Knoxville,TN,37709,Blaine,Grainger County
11910,Boston-Cambridge-Newton,NH,3839,Rochester,Strafford County
11911,Trenton,NJ,8542,Princeton,Mercer County
11912,Orlando-Kissimmee-Sanford,FL,32702,Altoona,Lake County
11913,Richmond,VA,23124,New Kent,New Kent County
11914,Minneapolis-St. Paul-Bloomington,MN,55114,Saint Paul,Ramsey County
11915,,OH,45142,Lynchburg,Highland County
11916,,MO,65705,Marionville,Lawrence County
11917,,KS,67554,Lyons,Rice County
11918,Minneapolis-St. Paul-Bloomington,MN,56342,Isle,Mille Lacs County
11919,Buffalo-Cheektowaga-Niagara Falls,NY,14105,Middleport,Niagara County
11920,Lynchburg,VA,24574,Monroe,Amherst County
11921,Ruston,LA,71227,Choudrant,Lincoln Parish
11922,Baton Rouge,LA,70777,Slaughter,East Feliciana Parish
11923,Danville,VA,24549,Dry Fork,Pittsylvania County
11924,Oneonta,NY,13439,Richfield Springs,Otsego County
11925,Harrisburg-Carlisle,PA,17065,South Middleton,Cumberland County
11926,Union City,TN,38260,Troy,Obion County
11927,,TX,75975,Timpson,Shelby County
11928,Kahului-Wailuku-Lahaina,HI,96748,Kaunakakai,Maui County
11929,Lawrenceburg,TN,38469,Loretto,Lawrence County
11930,Pittsburg,KS,66743,Girard,Crawford County
11931,Baton Rouge,LA,70788,White Castle,Iberville Parish
11932,Cleveland-Elyria,OH,44065,Newbury,Geauga County
11933,,AR,72067,Greers Ferry,Cleburne County
11934,Lancaster,PA,17516,Conestoga,Lancaster County
11935,Ontario,OR,97918,Vale,Malheur County
11936,Santa Rosa,CA,95442,Glen Ellen,Sonoma County
11937,Barre,VT,5673,Fayston,Washington County
11938,Albany-Schenectady-Troy,NY,12871,Saratoga,Saratoga County
11939,Binghamton,NY,13833,Fenton,Broome County
11940,,MD,21536,Grantsville,Garrett County
11941,Wapakoneta,OH,45869,New Bremen,Auglaize County
11942,Green Bay,WI,54229,Green Bay,Brown County
11943,Beaver Dam,WI,53039,Juneau,Dodge County
11944,Chattanooga,TN,37302,Collegedale,Hamilton County
11945,Ardmore,OK,73443,Lone Grove,Carter County
11946,,ME,4862,Union,Knox County
11947,Greensboro-High Point,NC,27326,Ruffin,Rockingham County
11948,Napa,CA,94599,Yountville,Napa County
11949,Dover,DE,19953,Hartly,Kent County
11950,Peoria,IL,61568,Tremont,Tazewell County
11951,Mount Vernon-Anacortes,WA,98232,Bow,Skagit County
11952,,TX,76380,Seymour,Baylor County
11953,,ME,4864,Warren,Knox County
11954,Philadelphia-Camden-Wilmington,PA,19035,Lower Merion,Montgomery County
11955,Detroit-Warren-Dearborn,MI,48041,Memphis,Saint Clair County
11956,Warsaw,IN,46542,Milford,Kosciusko County
11957,East Stroudsburg,PA,18344,Mount Pocono,Monroe County
11958,New York-Newark-Jersey City,NY,11715,Blue Point,Suffolk County
11959,Portland-Vancouver-Hillsboro,OR,97115,Dundee,Yamhill County
11960,,TX,79356,Post,Garza County
11961,Pittsburgh,PA,15026,Findlay,Allegheny County
11962,New York-Newark-Jersey City,NY,11977,Westhampton,Suffolk County
11963,Dallas-Fort Worth-Arlington,TX,75202,Dallas,Dallas County
11964,Whitewater-Elkhorn,WI,53191,Williams Bay,Walworth County
11965,Lynchburg,VA,24554,Gladys,Campbell County
11966,Traverse City,MI,49617,Beulah,Benzie County
11967,Chattanooga,GA,30738,Rising Fawn,Dade County
11968,Brainerd,MN,56441,Crosby,Crow Wing County
11969,Brainerd,MN,56444,Deerwood,Crow Wing County
11970,Syracuse,NY,13074,Hannibal,Oswego County
11971,,TX,76849,Junction,Kimble County
11972,New York-Newark-Jersey City,NJ,8827,Hampton,Hunterdon County
11973,New York-Newark-Jersey City,NJ,8510,Millstone,Monmouth County
11974,,AR,72846,Lamar,Johnson County
11975,Riverside-San Bernardino-Ontario,CA,92352,Lake Arrowhead,San Bernardino County
11976,,TX,76457,Hico,Hamilton County
11977,New York-Newark-Jersey City,NY,10993,West Haverstraw,Rockland County
11978,Washington-Arlington-Alexandria,MD,20622,Charlotte Hall,Charles County
11979,Baltimore-Columbia-Towson,MD,21013,Baldwin,Baltimore County
11980,,ME,4217,Bethel,Oxford County
11981,Jamestown-Dunkirk-Fredonia,NY,14710,North Harmony,Chautauqua County
11982,Colorado Springs,CO,80106,Elbert,El Paso County
11983,Pottsville,PA,17922,Lake Wynonah,Schuylkill County
11984,,ID,83276,Soda Springs,Caribou County
11985,Reading,PA,19541,Centre,Berks County
11986,Pittsburgh,PA,15233,Pittsburgh,Allegheny County
11987,Minneapolis-St. Paul-Bloomington,MN,55005,East Bethel,Anoka County
11988,Roseburg,OR,97462,Oakland,Douglas County
11989,,ME,4037,Fryeburg,Oxford County
11990,Roanoke,VA,24083,Daleville,Botetourt County
11991,,FL,32442,Grand Ridge,Jackson County
11992,Yuma,AZ,85356,Wellton,Yuma County
11993,Jamestown-Dunkirk-Fredonia,NY,14733,Falconer,Chautauqua County
11994,Birmingham-Hoover,AL,35131,Ragland,Saint Clair County
11995,Bardstown,KY,40008,Bloomfield,Nelson County
11996,Bradford,PA,16749,Smethport,McKean County
11997,Springfield,OH,45341,Medway,Clark County
11998,Nashville-Davidson--Murfreesboro--Franklin,TN,37032,Cedar Hill,Robertson County
11999,Whitewater-Elkhorn,WI,53184,Walworth,Walworth County
12000,Boston-Cambridge-Newton,MA,2032,Walpole,Norfolk County
12001,Worcester,MA,1452,Hubbardston,Worcester County
12002,Worcester,MA,1468,Templeton,Worcester County
12003,Scranton--Wilkes-Barre--Hazleton,PA,18635,Nescopeck,Luzerne County
12004,,TN,38052,Middleton,Hardeman County
12005,Muncie,IN,47320,Albany,Delaware County
12006,Seattle-Tacoma-Bellevue,WA,98051,Ravensdale,King County
12007,Corpus Christi,TX,78343,Bishop,Nueces County
12008,Albuquerque,NM,87042,Peralta,Valencia County
12009,Erie,PA,16423,Lake City,Erie County
12010,Virginia Beach-Norfolk-Newport News,VA,23457,Virginia Beach,Virginia Beach City
12011,Madison,WI,53531,Deerfield,Dane County
12012,Mountain Home,AR,72635,Gassville,Baxter County
12013,Boston-Cambridge-Newton,MA,1908,Nahant,Essex County
12014,Peoria,IL,61755,Mackinaw,Tazewell County
12015,Auburn,NY,13140,Conquest,Cayuga County
12016,Concord,NH,3263,Pittsfield,Merrimack County
12017,Gardnerville Ranchos,NV,89449,Stateline,Douglas County
12018,Philadelphia-Camden-Wilmington,NJ,8056,East Greenwich,Gloucester County
12019,Boston-Cambridge-Newton,MA,1985,West Newbury,Essex County
12020,,TN,38315,Bethel Springs,McNairy County
12021,Champaign-Urbana,IL,61880,Tolono,Champaign County
12022,Pittsburgh,PA,15473,Perryopolis,Fayette County
12023,Kapaa,HI,96722,Princeville,Kauai County
12024,,NY,12015,Athens,Greene County
12025,New Bern,NC,28571,Oriental,Pamlico County
12026,,WA,98261,Eastsound,San Juan County
12027,Ocala,FL,32195,Weirsdale,Marion County
12028,San Francisco-Oakland-Hayward,CA,94525,Crockett,Contra Costa County
12029,,NC,27209,Biscoe,Montgomery County
12030,New York-Newark-Jersey City,NY,12582,East Fishkill,Dutchess County
12031,,KY,40146,Irvington,Breckinridge County
12032,,WI,54630,Galesville,Trempealeau County
12033,,IA,52301,Marengo,Iowa County
12034,Newport,OR,97341,Depoe Bay,Lincoln County
12035,Greeley,CO,80645,La Salle,Weld County
